,대륙,국가,공통국가여부,연도,값(% of gdp),전년대비증감,key_gdp,GDP(10억$),복지비용(10억$)
22,아시아,한국,공통,1998,4.7,1.3,한국1998,384.0,1804.8000000000002
23,아시아,한국,공통,1999,5.6,0.9,한국1999,497.2,2784.3199999999997
24,아시아,한국,공통,2000,4.4,-1.2,한국2000,576.4,2536.1600000000003
25,아시아,한국,공통,2001,4.8,0.4,한국2001,547.7,2628.96
26,아시아,한국,공통,2002,4.7,-0.1,한국2002,627.2,2947.84
27,아시아,한국,공통,2003,4.9,0.3,한국2003,702.6,3442.7400000000002
28,아시아,한국,공통,2004,5.5,0.6,한국2004,793.6,4364.8
29,아시아,한국,공통,2005,5.9,0.3,한국2005,934.7,5514.7300000000005
30,아시아,한국,공통,2006,6.7,0.8,한국2006,1052.4,7051.080000000001
31,아시아,한국,공통,2007,6.8,0.1,한국2007,1172.7,7974.36
32,아시아,한국,공통,2008,7.3,0.5,한국2008,1046.8,7641.639999999999
33,아시아,한국,공통,2009,8.1,0.8,한국2009,944.3,7648.829999999999
34,아시아,한국,공통,2010,7.9,-0.2,한국2010,1143.9,9036.810000000001
35,아시아,한국,공통,2011,7.8,0.0,한국2011,1253.4,9776.52
36,아시아,한국,공통,2012,8.3,0.5,한국2012,1278.0,10607.400000000001
37,아시아,한국,공통,2013,8.8,0.5,한국2013,1370.6,12061.28
38,아시아,한국,공통,2014,9.2,0.4,한국2014,1484.0,13652.8
39,아시아,한국,공통,2015,9.6,0.4,한국2015,1465.3,14066.88
40,아시아,한국,공통,2016,9.9,0.2,한국2016,1500.0,14850.0
41,아시아,한국,공통,2017,10.1,0.2,한국2017,1623.3,16395.329999999998
42,아시아,한국,공통,2018,10.8,0.7,한국2018,1725.2,18632.160000000003
43,아시아,한국,공통,2019,12.2,1.4,한국2019,1651.0,20142.199999999997
44,아시아,이스라엘,해당아님,1998,16.5,-0.3,이스라엘1998,116.2,1917.3
45,아시아,이스라엘,해당아님,1999,16.4,-0.1,이스라엘1999,117.4,1925.36
46,아시아,이스라엘,해당아님,2000,16.2,-0.3,이스라엘2000,132.7,2149.74
47,아시아,이스라엘,해당아님,2001,17.4,1.3,이스라엘2001,131.1,2281.14
48,아시아,이스라엘,해당아님,2002,17.4,0.0,이스라엘2002,121.4,2112.36
49,아시아,이스라엘,해당아님,2003,16.9,-0.5,이스라엘2003,127.3,2151.37
50,아시아,이스라엘,해당아님,2004,15.9,-1.0,이스라엘2004,135.7,2157.6299999999997
51,아시아,이스라엘,해당아님,2005,15.4,-0.5,이스라엘2005,142.7,2197.58
52,아시아,이스라엘,해당아님,2006,15.2,-0.2,이스라엘2006,154.2,2343.8399999999997
53,아시아,이스라엘,해당아님,2007,14.7,-0.5,이스라엘2007,179.1,2632.77
54,아시아,이스라엘,해당아님,2008,14.8,0.1,이스라엘2008,216.3,3201.2400000000002
55,아시아,이스라엘,해당아님,2009,15.4,0.6,이스라엘2009,207.5,3195.5
56,아시아,이스라엘,해당아님,2010,15.5,0.1,이스라엘2010,234.0,3627.0
57,아시아,이스라엘,해당아님,2011,15.2,-0.2,이스라엘2011,261.0,3967.2
58,아시아,이스라엘,해당아님,2012,15.5,0.3,이스라엘2012,257.2,3986.6
59,아시아,이스라엘,해당아님,2013,15.5,0.0,이스라엘2013,292.7,4536.849999999999
60,아시아,이스라엘,해당아님,2014,15.4,-0.1,이스라엘2014,310.0,4774.0
61,아시아,이스라엘,해당아님,2015,15.4,0.0,이스라엘2015,300.1,4621.540000000001
62,아시아,이스라엘,해당아님,2016,15.4,0.0,이스라엘2016,318.6,4906.4400000000005
63,아시아,이스라엘,해당아님,2017,16.2,0.8,이스라엘2017,352.7,5713.74
64,아시아,이스라엘,해당아님,2018,16.3,0.0,이스라엘2018,370.5,6039.150000000001
65,아시아,이스라엘,해당아님,2019,16.3,0.0,이스라엘2019,394.7,6433.61
66,아시아,일본,공통,1998,14.3,0.6,일본1998,4032.5,57664.75
67,아시아,일본,공통,1999,15.1,0.8,일본1999,4562.1,68887.71
68,아시아,일본,공통,2000,15.4,0.2,일본2000,4887.5,75267.5
69,아시아,일본,공통,2001,16.1,0.7,일본2001,4303.5,69286.35
70,아시아,일본,공통,2002,16.4,0.3,일본2002,4115.1,67487.64
71,아시아,일본,공통,2003,16.6,0.2,일본2003,4445.7,73798.62000000001
72,아시아,일본,공통,2004,16.8,0.2,일본2004,4815.1,80893.68000000001
73,아시아,일본,공통,2005,17.1,0.3,일본2005,4755.4,81317.34
74,아시아,일본,공통,2006,17.2,0.1,일본2006,4530.4,77922.87999999999
75,아시아,일본,공통,2007,17.6,0.4,일본2007,4515.3,79469.28000000001
76,아시아,일본,공통,2008,18.6,1.0,일본2008,5037.9,93704.94
77,아시아,일본,공통,2009,20.8,2.2,일본2009,5231.4,108813.12
78,아시아,일본,공통,2010,21.2,0.4,일본2010,5700.1,120842.12000000001
79,아시아,일본,공통,2011,22.2,1.0,일본2011,6157.5,136696.5
80,아시아,일본,공통,2012,22.1,-0.1,일본2012,6203.2,137090.72
81,아시아,일본,공통,2013,22.1,-0.1,일본2013,5155.7,113940.97
82,아시아,일본,공통,2014,21.8,-0.2,일본2014,4850.4,105738.72
83,아시아,일본,공통,2015,22.2,0.4,일본2015,4389.5,97446.9
84,아시아,일본,공통,2016,22.3,0.1,일본2016,4922.5,109771.75
85,아시아,일본,공통,2017,22.3,0.0,일본2017,4866.9,108531.87
86,아시아,터키,해당아님,1998,5.0,0.2,터키1998,276.0,1380.0
87,아시아,터키,해당아님,1999,5.7,0.7,터키1999,256.4,1461.48
88,아시아,터키,해당아님,2000,7.5,1.8,터키2000,274.3,2057.25
89,아시아,터키,해당아님,2001,8.2,0.7,터키2001,201.8,1654.76
90,아시아,터키,해당아님,2002,8.8,0.6,터키2002,240.3,2114.6400000000003
91,아시아,터키,해당아님,2003,9.8,1.0,터키2003,314.6,3083.0800000000004
92,아시아,터키,해당아님,2004,10.1,0.3,터키2004,408.9,4129.889999999999
93,아시아,터키,해당아님,2005,10.1,0.0,터키2005,506.3,5113.63
94,아시아,터키,해당아님,2006,10.4,0.3,터키2006,557.1,5793.84
95,아시아,터키,해당아님,2007,10.9,0.5,터키2007,681.3,7426.17
96,아시아,터키,해당아님,2008,11.1,0.2,터키2008,770.5,8552.55
97,아시아,터키,해당아님,2009,13.0,1.9,터키2009,649.3,8440.9
98,아시아,터키,해당아님,2010,12.3,-0.7,터키2010,777.0,9557.1
99,아시아,터키,해당아님,2011,11.9,-0.5,터키2011,838.8,9981.72
100,아시아,터키,해당아님,2012,12.0,0.1,터키2012,880.6,10567.2
101,아시아,터키,해당아님,2013,11.8,-0.2,터키2013,957.8,11302.04
102,아시아,터키,해당아님,2014,11.7,-0.1,터키2014,939.0,10986.3
103,아시아,터키,해당아님,2015,11.6,-0.1,터키2015,864.3,10025.88
104,아시아,터키,해당아님,2016,12.6,1.1,터키2016,869.7,10958.220000000001
105,아시아,터키,해당아님,2017,12.1,-0.5,터키2017,859.0,10393.9
106,아시아,터키,해당아님,2018,12.2,0.1,터키2018,778.4,9496.48
107,아시아,터키,해당아님,2019,12.0,-0.2,터키2019,761.4,9136.8
130,북아메리카,캐나다,공통,1998,17.0,0.1,캐나다1998,634.0,10778.0
131,북아메리카,캐나다,공통,1999,16.0,-1.0,캐나다1999,678.4,10854.4
132,북아메리카,캐나다,공통,2000,15.7,-0.3,캐나다2000,744.8,11693.359999999999
133,북아메리카,캐나다,공통,2001,16.1,0.4,캐나다2001,739.0,11897.900000000001
134,북아메리카,캐나다,공통,2002,16.2,0.0,캐나다2002,760.6,12321.72
135,북아메리카,캐나다,공통,2003,16.2,0.1,캐나다2003,895.5,14507.099999999999
136,북아메리카,캐나다,공통,2004,16.2,0.0,캐나다2004,1026.7,16632.54
137,북아메리카,캐나다,공통,2005,16.1,-0.1,캐나다2005,1173.1,18886.91
138,북아메리카,캐나다,공통,2006,16.3,0.3,캐나다2006,1319.3,21504.59
139,북아메리카,캐나다,공통,2007,16.3,-0.1,캐나다2007,1468.8,23941.44
140,북아메리카,캐나다,공통,2008,16.3,0.1,캐나다2008,1553.0,25313.9
141,북아메리카,캐나다,공통,2009,18.1,1.7,캐나다2009,1374.6,24880.260000000002
142,북아메리카,캐나다,공통,2010,17.6,-0.5,캐나다2010,1617.3,28464.480000000003
143,북아메리카,캐나다,공통,2011,17.1,-0.5,캐나다2011,1793.3,30665.43
144,북아메리카,캐나다,공통,2012,17.2,0.1,캐나다2012,1828.4,31448.48
145,북아메리카,캐나다,공통,2013,17.0,-0.2,캐나다2013,1846.6,31392.199999999997
146,북아메리카,캐나다,공통,2014,16.9,-0.1,캐나다2014,1805.7,30516.329999999998
147,북아메리카,캐나다,공통,2015,17.9,1.0,캐나다2015,1556.5,27861.35
148,북아메리카,캐나다,공통,2016,18.3,0.3,캐나다2016,1528.0,27962.4
149,북아메리카,캐나다,공통,2017,18.0,-0.3,캐나다2017,1649.3,29687.399999999998
150,북아메리카,캐나다,공통,2018,18.0,0.0,캐나다2018,1721.9,30994.2
151,북아메리카,멕시코,해당아님,1998,3.8,0.4,멕시코1998,526.5,2000.6999999999998
152,북아메리카,멕시코,해당아님,1999,4.3,0.5,멕시코1999,600.2,2580.86
153,북아메리카,멕시코,해당아님,2000,4.4,0.1,멕시코2000,707.9,3114.76
154,북아메리카,멕시코,해당아님,2001,5.0,0.6,멕시코2001,756.7,3783.5
155,북아메리카,멕시코,해당아님,2002,5.3,0.4,멕시코2002,772.1,4092.13
156,북아메리카,멕시코,해당아님,2003,6.0,0.7,멕시코2003,729.3,4375.799999999999
157,북아메리카,멕시코,해당아님,2004,6.0,-0.1,멕시코2004,782.2,4693.200000000001
158,북아메리카,멕시코,해당아님,2005,6.1,0.2,멕시코2005,877.5,5352.75
159,북아메리카,멕시코,해당아님,2006,6.3,0.1,멕시코2006,975.4,6145.0199999999995
160,북아메리카,멕시코,해당아님,2007,6.3,0.0,멕시코2007,1052.7,6632.01
161,북아메리카,멕시코,해당아님,2008,6.7,0.4,멕시코2008,1110.0,7437.0
162,북아메리카,멕시코,해당아님,2009,7.3,0.6,멕시코2009,900.0,6570.0
163,북아메리카,멕시코,해당아님,2010,7.4,0.1,멕시코2010,1057.8,7827.72
164,북아메리카,멕시코,해당아님,2011,7.2,-0.1,멕시코2011,1180.5,8499.6
165,북아메리카,멕시코,해당아님,2012,7.2,0.0,멕시코2012,1201.1,8647.92
166,북아메리카,멕시코,해당아님,2013,7.6,0.3,멕시코2013,1274.4,9685.44
167,북아메리카,멕시코,해당아님,2014,7.6,0.0,멕시코2014,1315.4,9997.04
168,북아메리카,멕시코,해당아님,2015,7.7,0.1,멕시코2015,1171.9,9023.630000000001
169,북아메리카,멕시코,해당아님,2016,7.5,-0.2,멕시코2016,1078.5,8088.75
170,북아메리카,멕시코,해당아님,2017,7.5,0.0,멕시코2017,1158.9,8691.75
171,북아메리카,멕시코,해당아님,2018,7.2,-0.3,멕시코2018,1222.3,8800.56
172,북아메리카,멕시코,해당아님,2019,7.5,0.2,멕시코2019,1268.9,9516.75
173,북아메리카,미국,해당아님,1998,14.4,0.0,미국1998,9062.8,130504.31999999999
174,북아메리카,미국,해당아님,1999,14.1,-0.3,미국1999,9630.7,135792.87
175,북아메리카,미국,해당아님,2000,14.1,0.0,미국2000,10252.3,144557.43
176,북아메리카,미국,해당아님,2001,14.7,0.6,미국2001,10581.8,155552.46
177,북아메리카,미국,해당아님,2002,15.5,0.8,미국2002,10936.4,169514.19999999998
178,북아메리카,미국,해당아님,2003,15.8,0.3,미국2003,11458.2,181039.56000000003
179,북아메리카,미국,해당아님,2004,15.7,-0.1,미국2004,12213.7,191755.09
180,북아메리카,미국,해당아님,2005,15.5,-0.2,미국2005,13036.6,202067.30000000002
181,북아메리카,미국,해당아님,2006,15.5,0.0,미국2006,13814.6,214126.30000000002
182,북아메리카,미국,해당아님,2007,15.7,0.1,미국2007,14451.9,226894.83
183,북아메리카,미국,해당아님,2008,16.3,0.6,미국2008,14712.8,239818.63999999998
184,북아메리카,미국,해당아님,2009,18.4,2.1,미국2009,14448.9,265859.75999999995
185,북아메리카,미국,해당아님,2010,19.1,0.7,미국2010,14992.1,286349.11000000004
186,북아메리카,미국,해당아님,2011,18.8,-0.3,미국2011,15542.6,292200.88
187,북아메리카,미국,해당아님,2012,18.5,-0.3,미국2012,16197.0,299644.5
188,북아메리카,미국,해당아님,2013,18.5,0.0,미국2013,16784.8,310518.8
189,북아메리카,미국,해당아님,2014,18.5,0.0,미국2014,17527.2,324253.2
190,북아메리카,미국,해당아님,2015,18.5,0.1,미국2015,18238.3,337408.55
191,북아메리카,미국,해당아님,2016,18.6,0.1,미국2016,18745.1,348658.86
192,북아메리카,미국,해당아님,2017,18.4,-0.2,미국2017,19543.0,359591.19999999995
193,북아메리카,미국,해당아님,2018,18.2,-0.2,미국2018,20611.9,375136.58
194,북아메리카,미국,해당아님,2019,18.7,0.5,미국2019,21433.2,400800.84
217,남아메리카,칠레,해당아님,1998,11.9,0.3,칠레1998,81.6,971.04
218,남아메리카,칠레,해당아님,1999,12.7,0.8,칠레1999,75.2,955.04
219,남아메리카,칠레,해당아님,2000,10.4,-2.3,칠레2000,77.9,810.1600000000001
220,남아메리카,칠레,해당아님,2001,10.1,-0.3,칠레2001,71.0,717.1
221,남아메리카,칠레,해당아님,2002,10.2,0.0,칠레2002,69.7,710.9399999999999
222,남아메리카,칠레,해당아님,2003,10.0,-0.1,칠레2003,75.6,756.0
223,남아메리카,칠레,해당아님,2004,9.3,-0.7,칠레2004,99.2,922.5600000000001
224,남아메리카,칠레,해당아님,2005,8.9,-0.4,칠레2005,123.0,1094.7
225,남아메리카,칠레,해당아님,2006,8.3,-0.6,칠레2006,154.8,1284.8400000000001
226,남아메리카,칠레,해당아님,2007,8.4,0.2,칠레2007,173.6,1458.24
227,남아메리카,칠레,해당아님,2008,9.6,1.2,칠레2008,179.6,1724.1599999999999
228,남아메리카,칠레,해당아님,2009,11.5,1.9,칠레2009,172.4,1982.6000000000001
229,남아메리카,칠레,해당아님,2010,10.6,-0.9,칠레2010,218.5,2316.1
230,남아메리카,칠레,해당아님,2011,10.1,-0.5,칠레2011,252.3,2548.23
231,남아메리카,칠레,해당아님,2012,10.2,0.1,칠레2012,267.1,2724.42
232,남아메리카,칠레,해당아님,2013,10.1,-0.1,칠레2013,278.4,2811.8399999999997
233,남아메리카,칠레,해당아님,2014,10.4,0.3,칠레2014,260.5,2709.2000000000003
234,남아메리카,칠레,해당아님,2015,10.9,0.5,칠레2015,243.9,2658.51
235,남아메리카,칠레,해당아님,2016,11.1,0.2,칠레2016,250.4,2779.44
236,남아메리카,칠레,해당아님,2017,11.5,0.3,칠레2017,277.0,3185.5
237,남아메리카,칠레,해당아님,2018,11.3,-0.1,칠레2018,297.6,3362.8800000000006
238,남아메리카,칠레,해당아님,2019,11.4,0.0,칠레2019,279.4,3185.16
261,유럽,오스트리아,공통,1998,25.6,-0.2,오스트리아1998,218.3,5588.4800000000005
262,유럽,오스트리아,공통,1999,26.0,0.3,오스트리아1999,217.2,5647.2
263,유럽,오스트리아,공통,2000,25.7,-0.3,오스트리아2000,196.8,5057.76
264,유럽,오스트리아,공통,2001,25.8,0.1,오스트리아2001,197.3,5090.34
265,유럽,오스트리아,공통,2002,26.0,0.3,오스트리아2002,213.4,5548.400000000001
266,유럽,오스트리아,공통,2003,26.6,0.5,오스트리아2003,261.7,6961.22
267,유럽,오스트리아,공통,2004,26.3,-0.3,오스트리아2004,300.9,7913.669999999999
268,유럽,오스트리아,공통,2005,26.0,-0.4,오스트리아2005,316.0,8216.0
269,유럽,오스트리아,공통,2006,25.7,-0.3,오스트리아2006,336.0,8635.199999999999
270,유럽,오스트리아,공통,2007,25.1,-0.6,오스트리아2007,388.7,9756.37
271,유럽,오스트리아,공통,2008,25.5,0.4,오스트리아2008,430.3,10972.65
272,유럽,오스트리아,공통,2009,27.5,2.0,오스트리아2009,400.2,11005.5
273,유럽,오스트리아,공통,2010,27.6,0.1,오스트리아2010,391.9,10816.44
274,유럽,오스트리아,공통,2011,26.7,-0.8,오스트리아2011,431.1,11510.37
275,유럽,오스트리아,공통,2012,27.1,0.4,오스트리아2012,409.4,11094.74
276,유럽,오스트리아,공통,2013,27.5,0.4,오스트리아2013,430.1,11827.75
277,유럽,오스트리아,공통,2014,27.7,0.2,오스트리아2014,442.0,12243.4
278,유럽,오스트리아,공통,2015,27.7,0.0,오스트리아2015,381.8,10575.86
279,유럽,오스트리아,공통,2016,27.7,0.0,오스트리아2016,395.6,10958.12
280,유럽,오스트리아,공통,2017,27.3,-0.5,오스트리아2017,416.2,11362.26
281,유럽,오스트리아,공통,2018,26.9,-0.3,오스트리아2018,454.9,12236.81
282,유럽,오스트리아,공통,2019,26.9,0.0,오스트리아2019,445.1,11973.19
283,유럽,벨기에,공통,1998,24.9,0.0,벨기에1998,258.5,6436.65
284,유럽,벨기에,공통,1999,24.7,-0.2,벨기에1999,258.2,6377.54
285,유럽,벨기에,공통,2000,23.7,-1.1,벨기에2000,236.2,5597.94
286,유럽,벨기에,공통,2001,24.1,0.5,벨기에2001,236.5,5699.650000000001
287,유럽,벨기에,공통,2002,24.5,0.4,벨기에2002,257.2,6301.4
288,유럽,벨기에,공통,2003,25.7,1.1,벨기에2003,317.4,8157.179999999999
289,유럽,벨기에,공통,2004,25.4,-0.2,벨기에2004,368.5,9359.9
290,유럽,벨기에,공통,2005,25.3,-0.1,벨기에2005,385.6,9755.68
291,유럽,벨기에,공통,2006,25.2,-0.1,벨기에2006,407.9,10279.08
292,유럽,벨기에,공통,2007,25.0,-0.3,벨기에2007,470.3,11757.5
293,유럽,벨기에,공통,2008,26.5,1.5,벨기에2008,515.2,13652.800000000001
294,유럽,벨기에,공통,2009,28.8,2.3,벨기에2009,481.3,13861.44
295,유럽,벨기에,공통,2010,28.4,-0.3,벨기에2010,481.0,13660.4
296,유럽,벨기에,공통,2011,28.9,0.4,벨기에2011,522.6,15103.14
297,유럽,벨기에,공통,2012,28.8,-0.1,벨기에2012,496.2,14290.56
298,유럽,벨기에,공통,2013,29.2,0.4,벨기에2013,521.6,15230.720000000001
299,유럽,벨기에,공통,2014,29.1,-0.1,벨기에2014,534.7,15559.770000000002
300,유럽,벨기에,공통,2015,29.5,0.4,벨기에2015,462.1,13631.95
301,유럽,벨기에,공통,2016,28.8,-0.7,벨기에2016,475.7,13700.16
302,유럽,벨기에,공통,2017,28.7,-0.1,벨기에2017,501.5,14393.05
303,유럽,벨기에,공통,2018,28.8,0.1,벨기에2018,543.4,15649.92
304,유럽,벨기에,공통,2019,28.9,0.1,벨기에2019,533.3,15412.369999999997
305,유럽,체코,공통,1998,17.1,0.3,체코1998,66.8,1142.28
306,유럽,체코,공통,1999,17.7,0.6,체코1999,65.2,1154.04
307,유럽,체코,공통,2000,17.9,0.2,체코2000,61.8,1106.2199999999998
308,유럽,체코,공통,2001,17.8,-0.1,체코2001,67.8,1206.84
309,유럽,체코,공통,2002,18.5,0.7,체코2002,82.2,1520.7
310,유럽,체코,공통,2003,18.7,0.1,체코2003,100.1,1871.87
311,유럽,체코,공통,2004,17.8,-0.8,체코2004,119.8,2132.44
312,유럽,체코,공통,2005,18.0,0.1,체코2005,137.1,2467.7999999999997
313,유럽,체코,공통,2006,17.6,-0.3,체코2006,156.3,2750.8800000000006
314,유럽,체코,공통,2007,17.4,-0.2,체코2007,190.2,3309.4799999999996
315,유럽,체코,공통,2008,17.7,0.3,체코2008,236.8,4191.36
316,유럽,체코,공통,2009,20.0,2.3,체코2009,207.4,4148.0
317,유럽,체코,공통,2010,19.6,-0.4,체코2010,209.1,4098.360000000001
318,유럽,체코,공통,2011,19.6,0.0,체코2011,229.6,4500.16
319,유럽,체코,공통,2012,19.8,0.2,체코2012,208.9,4136.22
320,유럽,체코,공통,2013,20.7,0.9,체코2013,211.7,4382.19
321,유럽,체코,공통,2014,20.1,-0.6,체코2014,209.4,4208.9400000000005
322,유럽,체코,공통,2015,19.3,-0.8,체코2015,188.0,3628.4
323,유럽,체코,공통,2016,18.9,-0.4,체코2016,196.3,3710.0699999999997
324,유럽,체코,공통,2017,18.5,-0.3,체코2017,218.6,4044.1
325,유럽,체코,공통,2018,18.8,0.2,체코2018,249.0,4681.2
326,유럽,체코,공통,2019,19.2,0.4,체코2019,250.7,4813.44
327,유럽,덴마크,공통,1998,23.7,-0.4,덴마크1998,177.0,4194.9
328,유럽,덴마크,공통,1999,24.5,0.8,덴마크1999,178.0,4361.0
329,유럽,덴마크,공통,2000,23.8,-0.8,덴마크2000,164.2,3907.96
330,유럽,덴마크,공통,2001,24.3,0.5,덴마크2001,164.8,4004.6400000000003
331,유럽,덴마크,공통,2002,24.8,0.5,덴마크2002,178.6,4429.28
332,유럽,덴마크,공통,2003,25.3,0.5,덴마크2003,218.1,5517.93
333,유럽,덴마크,공통,2004,25.1,-0.2,덴마크2004,251.4,6310.14
334,유럽,덴마크,공통,2005,25.2,0.1,덴마크2005,264.5,6665.4
335,유럽,덴마크,공통,2006,25.0,-0.2,덴마크2006,282.9,7072.499999999999
336,유럽,덴마크,공통,2007,25.9,1.0,덴마크2007,319.4,8272.46
337,유럽,덴마크,공통,2008,26.3,0.4,덴마크2008,353.4,9294.42
338,유럽,덴마크,공통,2009,29.3,3.0,덴마크2009,321.2,9411.16
339,유럽,덴마크,공통,2010,29.6,0.4,덴마크2010,322.0,9531.2
340,유럽,덴마크,공통,2011,29.8,0.1,덴마크2011,344.0,10251.2
341,유럽,덴마크,공통,2012,29.9,0.2,덴마크2012,327.1,9780.29
342,유럽,덴마크,공통,2013,29.9,0.0,덴마크2013,343.6,10273.64
343,유럽,덴마크,공통,2014,29.9,0.0,덴마크2014,353.0,10554.699999999999
344,유럽,덴마크,공통,2015,29.9,0.0,덴마크2015,302.7,9050.73
345,유럽,덴마크,공통,2016,29.3,-0.6,덴마크2016,313.1,9173.830000000002
346,유럽,덴마크,공통,2017,29.2,-0.1,덴마크2017,332.1,9697.32
347,유럽,덴마크,공통,2018,28.7,-0.5,덴마크2018,356.9,10243.029999999999
348,유럽,덴마크,공통,2019,28.3,-0.4,덴마크2019,350.1,9907.830000000002
349,유럽,에스토니아,공통,1999,15.2,0.0,에스토니아1999,5.8,88.16
350,유럽,에스토니아,공통,2000,13.9,-1.3,에스토니아2000,5.7,79.23
351,유럽,에스토니아,공통,2001,13.1,-0.9,에스토니아2001,6.3,82.53
352,유럽,에스토니아,공통,2002,12.8,-0.3,에스토니아2002,7.4,94.72000000000001
353,유럽,에스토니아,공통,2003,12.9,0.1,에스토니아2003,9.9,127.71000000000001
354,유럽,에스토니아,공통,2004,13.3,0.4,에스토니아2004,12.1,160.93
355,유럽,에스토니아,공통,2005,12.8,-0.5,에스토니아2005,14.1,180.48000000000002
356,유럽,에스토니아,공통,2006,12.5,-0.4,에스토니아2006,17.0,212.5
357,유럽,에스토니아,공통,2007,12.4,-0.1,에스토니아2007,22.4,277.76
358,유럽,에스토니아,공통,2008,15.1,2.8,에스토니아2008,24.4,368.44
359,유럽,에스토니아,공통,2009,19.3,4.2,에스토니아2009,19.7,380.21
360,유럽,에스토니아,공통,2010,18.0,-1.3,에스토니아2010,19.7,354.59999999999997
361,유럽,에스토니아,공통,2011,16.0,-2.0,에스토니아2011,23.4,374.4
362,유럽,에스토니아,공통,2012,15.6,-0.4,에스토니아2012,23.2,361.91999999999996
363,유럽,에스토니아,공통,2013,15.6,-0.1,에스토니아2013,25.3,394.68
364,유럽,에스토니아,공통,2014,15.9,0.4,에스토니아2014,26.8,426.12
365,유럽,에스토니아,공통,2015,17.2,1.2,에스토니아2015,23.0,395.59999999999997
366,유럽,에스토니아,공통,2016,17.5,0.4,에스토니아2016,24.3,425.25
367,유럽,에스토니아,공통,2017,17.2,-0.3,에스토니아2017,26.9,462.67999999999995
368,유럽,에스토니아,공통,2018,17.5,0.3,에스토니아2018,30.6,535.5
369,유럽,에스토니아,공통,2019,17.7,0.2,에스토니아2019,31.5,557.55
370,유럽,핀란드,공통,1998,24.5,-2.1,핀란드1998,134.0,3283.0
371,유럽,핀란드,공통,1999,23.8,-0.7,핀란드1999,135.2,3217.7599999999998
372,유럽,핀란드,공통,2000,22.6,-1.2,핀란드2000,125.7,2840.82
373,유럽,핀란드,공통,2001,22.4,-0.2,핀란드2001,129.4,2898.56
374,유럽,핀란드,공통,2002,23.2,0.8,핀란드2002,139.7,3241.0399999999995
375,유럽,핀란드,공통,2003,23.8,0.6,핀란드2003,171.3,4076.9400000000005
376,유럽,핀란드,공통,2004,24.0,0.1,핀란드2004,197.1,4730.4
377,유럽,핀란드,공통,2005,23.9,0.0,핀란드2005,204.8,4894.72
378,유럽,핀란드,공통,2006,23.7,-0.2,핀란드2006,216.9,5140.53
379,유럽,핀란드,공통,2007,22.8,-0.9,핀란드2007,256.1,5839.080000000001
380,유럽,핀란드,공통,2008,23.3,0.5,핀란드2008,284.6,6631.18
381,유럽,핀란드,공통,2009,26.9,3.6,핀란드2009,252.5,6792.25
382,유럽,핀란드,공통,2010,27.4,0.5,핀란드2010,249.2,6828.079999999999
383,유럽,핀란드,공통,2011,27.0,-0.3,핀란드2011,275.2,7430.4
384,유럽,핀란드,공통,2012,28.3,1.3,핀란드2012,258.3,7309.89
385,유럽,핀란드,공통,2013,29.4,1.1,핀란드2013,271.3,7976.22
386,유럽,핀란드,공통,2014,30.1,0.7,핀란드2014,274.5,8262.45
387,유럽,핀란드,공통,2015,30.5,0.4,핀란드2015,234.4,7149.2
388,유럽,핀란드,공통,2016,30.4,-0.1,핀란드2016,240.6,7314.24
389,유럽,핀란드,공통,2017,29.6,-0.8,핀란드2017,255.0,7548.0
390,유럽,핀란드,공통,2018,29.3,-0.4,핀란드2018,275.8,8080.9400000000005
391,유럽,핀란드,공통,2019,29.1,-0.1,핀란드2019,269.0,7827.900000000001
392,유럽,프랑스,공통,1998,28.9,0.2,프랑스1998,1503.1,43439.59
393,유럽,프랑스,공통,1999,28.8,0.0,프랑스1999,1492.6,42986.88
394,유럽,프랑스,공통,2000,27.7,-1.1,프랑스2000,1362.2,37732.94
395,유럽,프랑스,공통,2001,27.7,0.0,프랑스2001,1376.5,38129.049999999996
396,유럽,프랑스,공통,2002,28.4,0.7,프랑스2002,1494.3,42438.119999999995
397,유럽,프랑스,공통,2003,28.8,0.4,프랑스2003,1840.5,53006.4
398,유럽,프랑스,공통,2004,28.9,0.1,프랑스2004,2115.7,61143.72999999999
399,유럽,프랑스,공통,2005,28.8,0.0,프랑스2005,2196.1,63247.68
400,유럽,프랑스,공통,2006,28.4,-0.4,프랑스2006,2318.6,65848.23999999999
401,유럽,프랑스,공통,2007,28.3,-0.2,프랑스2007,2657.2,75198.76
402,유럽,프랑스,공통,2008,28.5,0.2,프랑스2008,2918.4,83174.40000000001
403,유럽,프랑스,공통,2009,31.0,2.5,프랑스2009,2690.2,83396.2
404,유럽,프랑스,공통,2010,31.1,0.1,프랑스2010,2642.6,82184.86
405,유럽,프랑스,공통,2011,30.8,-0.3,프랑스2011,2861.4,88131.12000000001
406,유럽,프랑스,공통,2012,31.2,0.4,프랑스2012,2683.8,83734.56
407,유럽,프랑스,공통,2013,31.7,0.5,프랑스2013,2811.1,89111.87
408,유럽,프랑스,공통,2014,32.0,0.3,프랑스2014,2852.2,91270.4
409,유럽,프랑스,공통,2015,31.8,-0.2,프랑스2015,2438.2,77534.76
410,유럽,프랑스,공통,2016,31.8,0.1,프랑스2016,2471.3,78587.34000000001
411,유럽,프랑스,공통,2017,31.5,-0.3,프랑스2017,2588.7,81544.04999999999
412,유럽,프랑스,공통,2018,31.1,-0.4,프랑스2018,2786.5,86660.15000000001
