,대륙,국가,공통국가여부,연도,값(% of gdp),전년대비증감,key_gdp,GDP(10억$),복지비용(10억$)
733,유럽,슬로베니아,공통,2010,23.4,0.9,슬로베니아2010,48.2,1127.88
734,유럽,슬로베니아,공통,2011,23.4,0.1,슬로베니아2011,51.5,1205.1
735,유럽,슬로베니아,공통,2012,23.5,0.0,슬로베니아2012,46.6,1095.1000000000001
736,유럽,슬로베니아,공통,2013,23.8,0.3,슬로베니아2013,48.4,1151.92
737,유럽,슬로베니아,공통,2014,23.1,-0.7,슬로베니아2014,49.9,1152.69
738,유럽,슬로베니아,공통,2015,22.7,-0.4,슬로베니아2015,43.1,978.37
739,유럽,슬로베니아,공통,2016,22.3,-0.4,슬로베니아2016,44.7,996.8100000000001
740,유럽,슬로베니아,공통,2017,21.5,-0.8,슬로베니아2017,48.5,1042.75
741,유럽,슬로베니아,공통,2018,21.0,-0.5,슬로베니아2018,54.1,1136.1000000000001
742,유럽,슬로베니아,공통,2019,21.1,0.1,슬로베니아2019,54.2,1143.6200000000001
743,유럽,스페인,공통,1998,19.9,-0.1,스페인1998,619.2,12322.08
744,유럽,스페인,공통,1999,19.7,-0.1,스페인1999,634.7,12503.59
745,유럽,스페인,공통,2000,19.5,-0.3,스페인2000,596.9,11639.55
746,유럽,스페인,공통,2001,19.1,-0.4,스페인2001,627.3,11981.43
747,유럽,스페인,공통,2002,19.4,0.3,스페인2002,705.4,13684.759999999998
748,유럽,스페인,공통,2003,20.0,0.6,스페인2003,905.5,18110.0
749,유럽,스페인,공통,2004,20.2,0.2,스페인2004,1067.1,21555.42
750,유럽,스페인,공통,2005,20.5,0.3,스페인2005,1153.3,23642.649999999998
751,유럽,스페인,공통,2006,20.5,0.0,스페인2006,1259.3,25815.649999999998
752,유럽,스페인,공통,2007,20.9,0.4,스페인2007,1472.1,30766.889999999996
753,유럽,스페인,공통,2008,22.3,1.4,스페인2008,1625.2,36241.96
754,유럽,스페인,공통,2009,25.6,3.3,스페인2009,1485.6,38031.36
755,유럽,스페인,공통,2010,24.9,-0.7,스페인2010,1420.7,35375.43
756,유럽,스페인,공통,2011,25.5,0.6,스페인2011,1478.8,37709.4
757,유럽,스페인,공통,2012,25.5,0.0,스페인2012,1324.8,33782.4
758,유럽,스페인,공통,2013,25.7,0.2,스페인2013,1354.8,34818.36
759,유럽,스페인,공통,2014,25.4,-0.3,스페인2014,1369.4,34782.76
760,유럽,스페인,공통,2015,24.7,-0.7,스페인2015,1195.1,29518.969999999998
761,유럽,스페인,공통,2016,24.2,-0.5,스페인2016,1232.1,29816.819999999996
762,유럽,스페인,공통,2017,23.9,-0.3,스페인2017,1309.3,31292.269999999997
763,유럽,스페인,공통,2018,24.2,0.2,스페인2018,1421.5,34400.299999999996
764,유럽,스페인,공통,2019,24.7,0.5,스페인2019,1393.5,34419.45
765,유럽,스웨덴,공통,1998,28.2,-0.3,스웨덴1998,270.8,7636.56
766,유럽,스웨덴,공통,1999,27.7,-0.5,스웨덴1999,274.1,7592.570000000001
767,유럽,스웨덴,공통,2000,26.5,-1.2,스웨덴2000,262.8,6964.200000000001
768,유럽,스웨덴,공통,2001,26.6,0.1,스웨덴2001,242.4,6447.84
769,유럽,스웨덴,공통,2002,27.3,0.7,스웨덴2002,266.8,7283.64
770,유럽,스웨덴,공통,2003,28.0,0.7,스웨덴2003,334.3,9360.4
771,유럽,스웨덴,공통,2004,27.5,-0.5,스웨덴2004,385.1,10590.25
772,유럽,스웨덴,공통,2005,27.1,-0.3,스웨덴2005,392.2,10628.62
773,유럽,스웨덴,공통,2006,26.5,-0.7,스웨덴2006,423.1,11212.150000000001
774,유럽,스웨덴,공통,2007,25.4,-1.1,스웨덴2007,491.3,12479.02
775,유럽,스웨덴,공통,2008,25.4,0.0,스웨덴2008,517.7,13149.58
776,유럽,스웨덴,공통,2009,27.2,1.8,스웨덴2009,436.5,11872.8
777,유럽,스웨덴,공통,2010,25.9,-1.3,스웨덴2010,495.8,12841.22
778,유럽,스웨덴,공통,2011,25.3,-0.6,스웨덴2011,574.1,14524.730000000001
779,유럽,스웨덴,공통,2012,26.3,1.0,스웨덴2012,552.5,14530.75
780,유럽,스웨덴,공통,2013,27.0,0.7,스웨덴2013,586.8,15843.599999999999
781,유럽,스웨덴,공통,2014,26.6,-0.4,스웨덴2014,582.0,15481.2
782,유럽,스웨덴,공통,2015,26.2,-0.5,스웨덴2015,505.1,13233.62
783,유럽,스웨덴,공통,2016,26.6,0.4,스웨덴2016,515.7,13717.620000000003
784,유럽,스웨덴,공통,2017,26.0,-0.5,스웨덴2017,541.0,14066.0
785,유럽,스웨덴,공통,2018,25.8,-0.3,스웨덴2018,555.5,14331.9
786,유럽,스웨덴,공통,2019,25.5,-0.3,스웨덴2019,531.3,13548.15
787,유럽,스위스,해당아님,1998,15.5,0.0,스위스1998,303.9,4710.45
788,유럽,스위스,해당아님,1999,15.3,-0.2,스위스1999,298.5,4567.05
789,유럽,스위스,해당아님,2000,14.5,-0.8,스위스2000,279.8,4057.1000000000004
790,유럽,스위스,해당아님,2001,14.8,0.3,스위스2001,287.2,4250.56
791,유럽,스위스,해당아님,2002,15.8,1.0,스위스2002,310.2,4901.16
792,유럽,스위스,해당아님,2003,16.4,0.6,스위스2003,363.1,5954.84
793,유럽,스위스,해당아님,2004,16.3,-0.1,스위스2004,405.5,6609.650000000001
794,유럽,스위스,해당아님,2005,16.1,-0.2,스위스2005,420.5,6770.05
795,유럽,스위스,해당아님,2006,15.4,-0.7,스위스2006,443.8,6834.52
796,유럽,스위스,해당아님,2007,14.8,-0.6,스위스2007,493.5,7303.8
797,유럽,스위스,해당아님,2008,14.5,-0.3,스위스2008,570.3,8269.349999999999
798,유럽,스위스,해당아님,2009,16.0,1.6,스위스2009,558.2,8931.2
799,유럽,스위스,해당아님,2010,15.7,-0.3,스위스2010,603.4,9473.38
800,유럽,스위스,해당아님,2011,15.6,-0.1,스위스2011,722.0,11263.199999999999
801,유럽,스위스,해당아님,2012,15.9,0.3,스위스2012,692.1,11004.390000000001
802,유럽,스위스,해당아님,2013,16.2,0.3,스위스2013,712.7,11545.74
803,유럽,스위스,해당아님,2014,16.1,-0.1,스위스2014,734.4,11823.84
804,유럽,스위스,해당아님,2015,16.6,0.5,스위스2015,702.1,11654.86
805,유럽,스위스,해당아님,2016,16.8,0.2,스위스2016,695.6,11686.080000000002
806,유럽,스위스,해당아님,2017,17.0,0.2,스위스2017,704.5,11976.5
807,유럽,스위스,해당아님,2018,16.7,-0.4,스위스2018,735.9,12289.529999999999
808,유럽,영국,공통,1998,17.0,0.4,영국1998,1651.6,28077.199999999997
809,유럽,영국,공통,1999,16.8,-0.2,영국1999,1682.2,28260.960000000003
810,유럽,영국,공통,2000,16.9,0.1,영국2000,1658.2,28023.579999999998
811,유럽,영국,공통,2001,17.7,0.8,영국2001,1638.7,29004.989999999998
812,유럽,영국,공통,2002,18.0,0.2,영국2002,1780.1,32041.8
813,유럽,영국,공통,2003,18.7,0.8,영국2003,2050.9,38351.83
814,유럽,영국,공통,2004,19.3,0.6,영국2004,2412.0,46551.6
815,유럽,영국,공통,2005,19.3,0.0,영국2005,2532.8,48883.04000000001
816,유럽,영국,공통,2006,19.2,-0.1,영국2006,2706.0,51955.2
817,유럽,영국,공통,2007,19.7,0.5,영국2007,3093.4,60939.98
818,유럽,영국,공통,2008,21.1,1.3,영국2008,2921.4,61641.54000000001
819,유럽,영국,공통,2009,23.2,2.1,영국2009,2412.4,55967.68
820,유럽,영국,공통,2010,23.3,0.1,영국2010,2481.6,57821.28
821,유럽,영국,공통,2011,23.1,-0.2,영국2011,2659.9,61443.69
822,유럽,영국,공통,2012,23.2,0.1,영국2012,2704.0,62732.799999999996
823,유럽,영국,공통,2013,22.4,-0.8,영국2013,2783.3,62345.92
824,유럽,영국,공통,2014,21.9,-0.5,영국2014,3065.5,67134.45
825,유럽,영국,공통,2015,21.5,-0.4,영국2015,2932.8,63055.200000000004
826,유럽,영국,공통,2016,20.8,-0.7,영국2016,2693.2,56018.56
827,유럽,영국,공통,2017,20.5,-0.4,영국2017,2662.5,54581.25
828,유럽,영국,공통,2018,20.3,-0.2,영국2018,2857.3,58003.19
829,유럽,영국,공통,2019,20.6,0.3,영국2019,2830.8,58314.48000000001
852,오세아니아,오스트레일리아,공통,1998,17.6,0.8,오스트레일리아1998,398.9,7020.64
853,오세아니아,오스트레일리아,공통,1999,17.2,-0.4,오스트레일리아1999,388.6,6683.92
854,오세아니아,오스트레일리아,공통,2000,18.2,1.0,오스트레일리아2000,415.2,7556.639999999999
855,오세아니아,오스트레일리아,공통,2001,17.5,-0.7,오스트레일리아2001,378.4,6622.0
856,오세아니아,오스트레일리아,공통,2002,17.3,-0.2,오스트레일리아2002,394.6,6826.580000000001
857,오세아니아,오스트레일리아,공통,2003,17.5,0.2,오스트레일리아2003,466.5,8163.75
858,오세아니아,오스트레일리아,공통,2004,17.2,-0.3,오스트레일리아2004,612.5,10535.0
859,오세아니아,오스트레일리아,공통,2005,16.7,-0.5,오스트레일리아2005,693.4,11579.779999999999
860,오세아니아,오스트레일리아,공통,2006,15.7,-1.0,오스트레일리아2006,746.1,11713.77
861,오세아니아,오스트레일리아,공통,2007,15.9,0.2,오스트레일리아2007,853.1,13564.29
862,오세아니아,오스트레일리아,공통,2008,17.1,1.2,오스트레일리아2008,1054.0,18023.4
863,오세아니아,오스트레일리아,공통,2009,16.9,-0.2,오스트레일리아2009,927.8,15679.819999999998
864,오세아니아,오스트레일리아,공통,2010,16.6,-0.3,오스트레일리아2010,1146.1,19025.26
865,오세아니아,오스트레일리아,공통,2011,17.0,0.5,오스트레일리아2011,1396.6,23742.199999999997
866,오세아니아,오스트레일리아,공통,2012,17.3,0.3,오스트레일리아2012,1546.2,26749.260000000002
867,오세아니아,오스트레일리아,공통,2013,17.2,-0.1,오스트레일리아2013,1576.2,27110.64
868,오세아니아,오스트레일리아,공통,2014,17.8,0.5,오스트레일리아2014,1467.5,26121.5
869,오세아니아,오스트레일리아,공통,2015,18.1,0.4,오스트레일리아2015,1351.7,24465.770000000004
870,오세아니아,오스트레일리아,공통,2016,17.4,-0.7,오스트레일리아2016,1208.8,21033.12
871,오세아니아,오스트레일리아,공통,2017,16.7,-0.7,오스트레일리아2017,1329.2,22197.64
872,오세아니아,뉴질랜드,공통,1998,19.3,0.5,뉴질랜드1998,56.2,1084.66
873,오세아니아,뉴질랜드,공통,1999,18.6,-0.6,뉴질랜드1999,58.8,1093.68
874,오세아니아,뉴질랜드,공통,2000,18.4,-0.2,뉴질랜드2000,52.6,967.8399999999999
875,오세아니아,뉴질랜드,공통,2001,17.8,-0.6,뉴질랜드2001,53.9,959.42
876,오세아니아,뉴질랜드,공통,2002,18.2,0.5,뉴질랜드2002,66.6,1212.12
877,오세아니아,뉴질랜드,공통,2003,17.7,-0.5,뉴질랜드2003,88.3,1562.9099999999999
878,오세아니아,뉴질랜드,공통,2004,17.4,-0.3,뉴질랜드2004,103.9,1807.86
879,오세아니아,뉴질랜드,공통,2005,18.0,0.6,뉴질랜드2005,114.7,2064.6
880,오세아니아,뉴질랜드,공통,2006,18.7,0.7,뉴질랜드2006,111.5,2085.0499999999997
881,오세아니아,뉴질랜드,공통,2007,18.5,-0.3,뉴질랜드2007,137.2,2538.2
882,오세아니아,뉴질랜드,공통,2008,19.8,1.4,뉴질랜드2008,133.1,2635.38
883,오세아니아,뉴질랜드,공통,2009,20.9,1.0,뉴질랜드2009,121.4,2537.2599999999998
884,오세아니아,뉴질랜드,공통,2010,20.6,-0.3,뉴질랜드2010,146.5,3017.9
885,오세아니아,뉴질랜드,공통,2011,20.2,-0.4,뉴질랜드2011,168.3,3399.6600000000003
886,오세아니아,뉴질랜드,공통,2012,20.4,0.2,뉴질랜드2012,176.2,3594.4799999999996
887,오세아니아,뉴질랜드,공통,2013,19.7,-0.7,뉴질랜드2013,190.9,3760.73
888,오세아니아,뉴질랜드,공통,2014,19.7,0.0,뉴질랜드2014,201.3,3965.61
889,오세아니아,뉴질랜드,공통,2015,19.4,-0.4,뉴질랜드2015,178.1,3455.1399999999994
890,오세아니아,뉴질랜드,공통,2016,19.0,-0.3,뉴질랜드2016,188.9,3589.1
891,오세아니아,뉴질랜드,공통,2017,18.6,-0.5,뉴질랜드2017,207.0,3850.2000000000003
892,오세아니아,뉴질랜드,공통,2018,19.4,0.8,뉴질랜드2018,212.2,4116.679999999999
