국가,연도,평균 사망률,평균 의료 인력 수,1인당 보건지출,평군 소비량,평균 판매량,평균 치료비,평균 복지 비용(G$)
오스트리아,2014,29.102857142857143,50583.0,5082.53710938,35.56,3703.1,1556.86,12243.4
오스트리아,2015,29.665714285714284,51367.0,5206.01708984,34.66,3249.6,1338.3366666666666,10575.86
오스트리아,2016,27.965714285714284,51990.5,5476.12109375,30.919999999999998,3327.8,1394.55,10958.12
이탈리아,2011,27.345714285714287,270191.5,3211.95605469,38.372727272727275,27160.8,743.39,60967.2
이탈리아,2012,27.082857142857144,267409.0,3212.63549805,39.554545454545455,24504.6,5778.006666666667,56977.83
이탈리아,2013,25.68285714285714,270481.0,3216.07177734,40.554545454545455,25825.3,5876.509999999999,59742.27
이탈리아,2014,24.8,278297.0,3210.07373047,40.845454545454544,26420.6,6021.153333333333,60886.62
이탈리아,2015,25.44857142857143,281852.0,3265.52246094,49.45454545454545,25090.7,5061.466666666666,51955.97
일본,2012,23.982857142857142,818213.5,3988.36352539,14.0,87437.9,172667.63666666666,137090.72
체코,2000,59.54857142857142,56301.0,923.64324951,36.72,994.4,662.3766666666667,1106.2199999999998
체코,2001,58.01714285714286,57714.0,1031.98852539,39.410000000000004,1163.0,757.1266666666667,1206.84
체코,2002,57.705714285714286,58620.5,1127.0559082,38.769999999999996,1467.1,965.3000000000001,1520.7
체코,2003,58.308571428571426,58672.0,1273.44470215,38.99,1851.0,1366.1133333333335,1871.87
체코,2004,54.777142857142856,59325.0,1328.35302734,37.910000000000004,2217.7,1562.8666666666666,2132.44
체코,2005,53.94285714285714,59608.0,1402.73718262,42.230000000000004,2708.0,1742.9466666666667,2467.8
체코,2006,50.82285714285714,59631.5,1475.28820801,40.64,2609.8,2001.21,2750.880000000001
체코,2007,50.05714285714286,59741.0,1578.52148438,47.3,3309.3,2424.97,3309.48
체코,2008,48.08571428571429,59843.0,1777.90515137,45.47,4219.3,3225.036666666667,4191.36
체코,2009,47.62571428571429,60932.5,2016.29541016,46.95,4198.2,3256.0,4148.0
체코,2010,46.15428571428572,61228.5,1919.07458496,49.56,4265.7,3177.28,4098.360000000001
체코,2011,44.90285714285714,61249.5,2010.95739746,50.959999999999994,4574.1,3546.7400000000002,4500.16
체코,2012,43.9,61656.0,2042.60461426,52.35,4277.8,3209.226666666666,4136.22
체코,2013,43.5,61410.5,2379.50756836,54.129999999999995,4073.0,3725.2233333333334,4382.19
체코,2014,40.637142857142855,83492.0,2472.17553711,56.27,3905.9,3668.8033333333337,4208.9400000000005
체코,2015,40.9,84450.0,2441.99023438,59.69,3432.8,3119.5399999999995,3628.4
체코,2016,38.394285714285715,83799.0,2521.82177734,60.760000000000005,3570.9,3210.9233333333336,3710.07
캐나다,2012,25.497142857142858,204928.0,4384.10888672,38.36,24313.2,46581.0,31448.48
캐나다,2013,25.097142857142856,210488.0,4552.95996094,38.6,23860.1,46996.11666666667,31392.2
프랑스,2000,32.434285714285714,183637.0,2516.77026367,31.68,16052.4,3884.7766666666666,37732.94
프랑스,2001,31.75428571428571,186571.0,2685.7746582,33.980000000000004,17020.5,3940.3466666666664,38129.05
프랑스,2002,31.24857142857143,189189.0,2876.4597168,36.019999999999996,19220.7,4441.096666666667,42438.12
프랑스,2003,30.974285714285713,191347.0,2854.96850586,36.519999999999996,24685.3,5497.37,53006.4
프랑스,2004,28.891428571428573,193648.0,2970.66333008,37.82,28882.2,6369.783333333333,61143.72999999999
프랑스,2005,28.66857142857143,195079.0,3135.5559082,39.980000000000004,30304.8,6643.889999999999,63247.68
프랑스,2006,27.257142857142856,196018.0,3391.29711914,40.46,31191.6,7076.133333333332,65848.23999999999
프랑스,2007,26.457142857142856,196200.0,3541.95410156,41.88,35595.4,8100.43,75198.76
프랑스,2008,26.017142857142858,197088.0,3710.45581055,42.160000000000004,39120.6,9078.103333333333,83174.40000000001
프랑스,2009,25.50857142857143,195460.0,3942.99267578,43.660000000000004,37963.2,9113.31,83396.2
프랑스,2010,24.63142857142857,196767.0,4061.24902344,25.0,36508.9,9120.283333333333,82184.86
프랑스,2011,23.888571428571428,199094.0,4217.53564453,25.1,38418.0,9844.693333333335,88131.12000000001
프랑스,2012,23.388571428571428,201094.0,4287.72998047,25.7,34946.3,9427.806666666667,83734.56
프랑스,2013,22.537142857142857,203249.0,4547.42578125,25.9,35593.6,10023.19,89111.87
핀란드,2000,44.18571428571428,34181.0,1896.12402344,52.88181818181818,1030.4,306.31,2840.82
핀란드,2001,42.32285714285714,12968.0,2011.46582031,55.08181818181818,1126.2,321.4733333333333,2898.56
핀란드,2002,41.42285714285714,13141.0,2176.56787109,55.86363636363637,1305.7,365.4866666666667,3241.0399999999995
핀란드,2003,40.14,13365.0,2297.39990234,57.85454545454545,1666.7,466.82,4076.940000000001
핀란드,2004,38.791428571428575,38484.5,2505.60009766,58.59090909090909,1974.6,545.6866666666666,4730.4
핀란드,2005,37.55714285714286,39881.5,2649.95751953,61.73636363636364,2088.6,581.11,4894.72
핀란드,2006,36.65714285714286,41692.5,2844.7980957,59.48181818181818,2115.6,625.7133333333333,5140.53
핀란드,2007,36.26571428571428,42544.5,3050.3190918,59.36363636363637,2429.2,724.8166666666666,5839.080000000001
핀란드,2008,34.84571428571428,42136.5,3340.42211914,61.290909090909096,2787.8,831.7633333333333,6631.18
핀란드,2009,34.214285714285715,43731.0,3479.86230469,61.40909090909091,2611.5,819.5866666666667,6792.25
핀란드,2010,33.48285714285714,45182.0,3562.18017578,62.96363636363637,2506.7,812.6933333333333,6828.079999999999
핀란드,2011,31.99142857142857,45980.5,3772.53613281,63.82727272727272,2700.4,910.8633333333333,7430.4
핀란드,2012,31.10571428571429,46757.0,3917.43334961,63.36363636363637,2545.6,896.0299999999999,7309.89
핀란드,2013,29.94857142857143,47122.5,4068.5390625,62.86363636363637,2700.6,961.9200000000001,7976.22
핀란드,2014,28.82857142857143,47689.0,4084.43017578,63.25454545454545,2814.8,973.9733333333334,8262.45
한국,2008,32.96857142857143,151335.0,1612.57958984,39.690909090909095,15821.1,12663.863333333335,7641.639999999999
