"국가별","시점","항목",데이터
"벨기에","2014","치과의사",8108
"벨기에","2014","- 천명당 치과의사",0.7
"벨기에","2014","간호사",118608
"벨기에","2014","- 천명당 간호사",10.6
"벨기에","2015","의사",34020
"벨기에","2015","- 천명당 의사",3.0
"벨기에","2015","약사",13643
"벨기에","2015","- 천명당 약사",1.2
"벨기에","2015","치과의사",8291
"벨기에","2015","- 천명당 치과의사",0.7
"벨기에","2015","간호사",122127
"벨기에","2015","- 천명당 간호사",10.8
"벨기에","2016","의사",34834
"벨기에","2016","- 천명당 의사",3.1
"벨기에","2016","약사",13876
"벨기에","2016","- 천명당 약사",1.2
"벨기에","2016","치과의사",8478
"벨기에","2016","- 천명당 치과의사",0.8
"벨기에","2016","간호사",124196
"벨기에","2016","- 천명당 간호사",11.0
"벨기에","2017","의사",35069
"벨기에","2017","- 천명당 의사",3.1
"벨기에","2017","약사",14084
"벨기에","2017","- 천명당 약사",1.2
"벨기에","2017","치과의사",8516
"벨기에","2017","- 천명당 치과의사",0.8
"벨기에","2017","간호사",127681
"벨기에","2017","- 천명당 간호사",11.2
"벨기에","2018","의사",35762
"벨기에","2018","- 천명당 의사",3.1
"벨기에","2018","약사",14280
"벨기에","2018","- 천명당 약사",1.3
"벨기에","2018","치과의사",8614
"벨기에","2018","- 천명당 치과의사",0.8
"벨기에","2018","간호사",126496
"벨기에","2018","- 천명당 간호사",11.1
"벨기에","2019","의사",36343
"벨기에","2019","- 천명당 의사",3.2
"벨기에","2019","약사",14554
"벨기에","2019","- 천명당 약사",1.3
"벨기에","2019","치과의사",8697
"벨기에","2019","- 천명당 치과의사",0.8
"체코","1998","의사",31192
"체코","1998","- 천명당 의사",3.0
"체코","1998","약사",4559
"체코","1998","- 천명당 약사",0.4
"체코","1998","치과의사",6386
"체코","1998","- 천명당 치과의사",0.6
"체코","1998","간호사",75617
"체코","1998","- 천명당 간호사",7.4
"체코","1999","의사",31653
"체코","1999","- 천명당 의사",3.1
"체코","1999","약사",4786
"체코","1999","- 천명당 약사",0.5
"체코","1999","치과의사",6426
"체코","1999","- 천명당 치과의사",0.6
"체코","1999","간호사",75871
"체코","1999","- 천명당 간호사",7.4
"체코","2000","의사",34604
"체코","2000","- 천명당 의사",3.4
"체코","2000","약사",5059
"체코","2000","- 천명당 약사",0.5
"체코","2000","치과의사",6658
"체코","2000","- 천명당 치과의사",0.7
"체코","2000","간호사",77998
"체코","2000","- 천명당 간호사",7.6
"체코","2001","의사",35222
"체코","2001","- 천명당 의사",3.5
"체코","2001","약사",5199
"체코","2001","- 천명당 약사",0.5
"체코","2001","치과의사",6698
"체코","2001","- 천명당 치과의사",0.7
"체코","2001","간호사",80206
"체코","2001","- 천명당 간호사",7.9
"체코","2002","의사",35750
"체코","2002","- 천명당 의사",3.5
"체코","2002","약사",5397
"체코","2002","- 천명당 약사",0.5
"체코","2002","치과의사",6697
"체코","2002","- 천명당 치과의사",0.7
"체코","2002","간호사",81491
"체코","2002","- 천명당 간호사",8.0
"체코","2003","의사",35960
"체코","2003","- 천명당 의사",3.5
"체코","2003","약사",5610
"체코","2003","- 천명당 약사",0.6
"체코","2003","치과의사",6737
"체코","2003","- 천명당 치과의사",0.7
"체코","2003","간호사",81384
"체코","2003","- 천명당 간호사",8.0
"체코","2004","의사",35907
"체코","2004","- 천명당 의사",3.5
"체코","2004","약사",5674
"체코","2004","- 천명당 약사",0.6
"체코","2004","치과의사",6843
"체코","2004","- 천명당 치과의사",0.7
"체코","2004","간호사",82743
"체코","2004","- 천명당 간호사",8.1
"체코","2005","의사",36381
"체코","2005","- 천명당 의사",3.6
"체코","2005","약사",5761
"체코","2005","- 천명당 약사",0.6
"체코","2005","치과의사",6906
"체코","2005","- 천명당 치과의사",0.7
"체코","2005","간호사",82835
"체코","2005","- 천명당 간호사",8.1
"체코","2006","의사",36595
"체코","2006","- 천명당 의사",3.6
"체코","2006","약사",5842
"체코","2006","- 천명당 약사",0.6
"체코","2006","치과의사",6933
"체코","2006","- 천명당 치과의사",0.7
"체코","2006","간호사",82668
"체코","2006","- 천명당 간호사",8.1
"체코","2007","의사",36815
"체코","2007","- 천명당 의사",3.6
"체코","2007","약사",5785
"체코","2007","- 천명당 약사",0.6
"체코","2007","치과의사",6948
"체코","2007","- 천명당 치과의사",0.7
"체코","2007","간호사",82667
"체코","2007","- 천명당 간호사",8.0
"체코","2008","의사",36921
"체코","2008","- 천명당 의사",3.6
"체코","2008","약사",5861
"체코","2008","- 천명당 약사",0.6
"체코","2008","치과의사",6974
"체코","2008","- 천명당 치과의사",0.7
"체코","2008","간호사",82765
"체코","2008","- 천명당 간호사",8.0
"체코","2009","의사",37351
"체코","2009","- 천명당 의사",3.6
"체코","2009","약사",5915
"체코","2009","- 천명당 약사",0.6
"체코","2009","치과의사",7092
"체코","2009","- 천명당 치과의사",0.7
"체코","2009","간호사",84514
"체코","2009","- 천명당 간호사",8.1
"체코","2010","의사",37661
"체코","2010","- 천명당 의사",3.6
"체코","2010","약사",6061
"체코","2010","- 천명당 약사",0.6
"체코","2010","치과의사",7263
"체코","2010","- 천명당 치과의사",0.7
"체코","2010","간호사",84796
"체코","2010","- 천명당 간호사",8.1
"체코","2011","의사",38171
"체코","2011","- 천명당 의사",3.6
"체코","2011","약사",6222
"체코","2011","- 천명당 약사",0.6
"체코","2011","치과의사",7429
"체코","2011","- 천명당 치과의사",0.7
"체코","2011","간호사",84328
"체코","2011","- 천명당 간호사",8.0
"체코","2012","의사",38624
"체코","2012","- 천명당 의사",3.7
"체코","2012","약사",6327
"체코","2012","- 천명당 약사",0.6
"체코","2012","치과의사",7461
"체코","2012","- 천명당 치과의사",0.7
"체코","2012","간호사",84688
"체코","2012","- 천명당 간호사",8.1
"체코","2013","의사",38776
"체코","2013","- 천명당 의사",3.7
"체코","2013","약사",6383
"체코","2013","- 천명당 약사",0.6
"체코","2013","치과의사",7426
"체코","2013","- 천명당 치과의사",0.7
"체코","2013","간호사",84045
"체코","2013","- 천명당 간호사",8.0
"체코","2014","약사",6724
"체코","2014","- 천명당 약사",0.6
"체코","2014","치과의사",7906
"체코","2014","- 천명당 치과의사",0.8
"체코","2014","간호사",83492
"체코","2014","- 천명당 간호사",7.9
"체코","2015","약사",6965
"체코","2015","- 천명당 약사",0.7
"체코","2015","간호사",84450
"체코","2015","- 천명당 간호사",8.0
"체코","2016","약사",7172
"체코","2016","- 천명당 약사",0.7
"체코","2016","치과의사",7955
"체코","2016","- 천명당 치과의사",0.8
"체코","2016","간호사",83799
"체코","2016","- 천명당 간호사",7.9
"체코","2017","약사",7308
"체코","2017","- 천명당 약사",0.7
"체코","2017","치과의사",7921
"체코","2017","- 천명당 치과의사",0.8
"체코","2017","간호사",90061
"체코","2017","- 천명당 간호사",8.5
"체코","2018","의사",42919
"체코","2018","- 천명당 의사",4.0
"체코","2018","약사",7347
"체코","2018","- 천명당 약사",0.7
"체코","2018","치과의사",7844
"체코","2018","- 천명당 치과의사",0.7
"체코","2018","간호사",90587
"체코","2018","- 천명당 간호사",8.5
"체코","2019","의사",43399
"체코","2019","- 천명당 의사",4.1
"체코","2019","약사",7686
"체코","2019","- 천명당 약사",0.7
"체코","2019","치과의사",7825
"체코","2019","- 천명당 치과의사",0.7
"체코","2019","간호사",91354
"체코","2019","- 천명당 간호사",8.6
"덴마크","1998","의사",15144
"덴마크","1998","- 천명당 의사",2.9
"덴마크","1998","약사",2232
"덴마크","1998","- 천명당 약사",0.4
"덴마크","1998","치과의사",4631
"덴마크","1998","- 천명당 치과의사",0.9
"덴마크","1998","간호사",48636
"덴마크","1998","- 천명당 간호사",9.2
"덴마크","1999","의사",15342
"덴마크","1999","- 천명당 의사",2.9
"덴마크","1999","약사",2282
"덴마크","1999","- 천명당 약사",0.4
"덴마크","1999","치과의사",4585
"덴마크","1999","- 천명당 치과의사",0.9
"덴마크","1999","간호사",48575
"덴마크","1999","- 천명당 간호사",9.1
"덴마크","2000","의사",15553
"덴마크","2000","- 천명당 의사",2.9
"덴마크","2000","약사",2180
"덴마크","2000","- 천명당 약사",0.4
"덴마크","2000","치과의사",4582
"덴마크","2000","- 천명당 치과의사",0.9
"덴마크","2000","간호사",49706
"덴마크","2000","- 천명당 간호사",9.3
"덴마크","2001","의사",15717
"덴마크","2001","- 천명당 의사",2.9
"덴마크","2001","약사",2333
"덴마크","2001","- 천명당 약사",0.4
"덴마크","2001","치과의사",4608
"덴마크","2001","- 천명당 치과의사",0.9
"덴마크","2001","간호사",50005
"덴마크","2001","- 천명당 간호사",9.3
"덴마크","2002","의사",16324
"덴마크","2002","- 천명당 의사",3.0
"덴마크","2002","약사",2361
"덴마크","2002","- 천명당 약사",0.4
"덴마크","2002","치과의사",4579
"덴마크","2002","- 천명당 치과의사",0.9
"덴마크","2002","간호사",50754
"덴마크","2002","- 천명당 간호사",9.4
"덴마크","2003","의사",16608
"덴마크","2003","- 천명당 의사",3.1
"덴마크","2003","약사",2413
"덴마크","2003","- 천명당 약사",0.5
"덴마크","2003","치과의사",4595
"덴마크","2003","- 천명당 치과의사",0.9
"덴마크","2003","간호사",50064
"덴마크","2003","- 천명당 간호사",9.3
"덴마크","2004","의사",17438
"덴마크","2004","- 천명당 의사",3.2
"덴마크","2004","약사",2358
"덴마크","2004","- 천명당 약사",0.4
"덴마크","2004","치과의사",4631
"덴마크","2004","- 천명당 치과의사",0.9
"덴마크","2004","간호사",51044
"덴마크","2004","- 천명당 간호사",9.4
"덴마크","2005","의사",18072
"덴마크","2005","- 천명당 의사",3.3
"덴마크","2005","약사",2499
"덴마크","2005","- 천명당 약사",0.5
"덴마크","2005","치과의사",4643
"덴마크","2005","- 천명당 치과의사",0.9
"덴마크","2005","간호사",51946
"덴마크","2005","- 천명당 간호사",9.6
"덴마크","2006","의사",18615
"덴마크","2006","- 천명당 의사",3.4
"덴마크","2006","약사",2502
"덴마크","2006","- 천명당 약사",0.5
"덴마크","2006","치과의사",4627
"덴마크","2006","- 천명당 치과의사",0.9
"덴마크","2006","간호사",51919
"덴마크","2006","- 천명당 간호사",9.6
"덴마크","2007","의사",18886
"덴마크","2007","- 천명당 의사",3.5
"덴마크","2007","약사",2495
"덴마크","2007","- 천명당 약사",0.5
"덴마크","2007","치과의사",4588
"덴마크","2007","- 천명당 치과의사",0.8
"덴마크","2007","간호사",50766
"덴마크","2007","- 천명당 간호사",9.3
"덴마크","2008","의사",19664
"덴마크","2008","- 천명당 의사",3.6
"덴마크","2008","약사",2485
"덴마크","2008","- 천명당 약사",0.5
"덴마크","2008","치과의사",4513
"덴마크","2008","- 천명당 치과의사",0.8
"덴마크","2008","간호사",52478
"덴마크","2008","- 천명당 간호사",9.6
"덴마크","2009","의사",20166
"덴마크","2009","- 천명당 의사",3.7
"덴마크","2009","약사",2511
"덴마크","2009","- 천명당 약사",0.5
"덴마크","2009","치과의사",4455
"덴마크","2009","- 천명당 치과의사",0.8
"덴마크","2009","간호사",54110
"덴마크","2009","- 천명당 간호사",9.8
"덴마크","2010","의사",20670
"덴마크","2010","- 천명당 의사",3.7
"덴마크","2010","약사",2628
"덴마크","2010","- 천명당 약사",0.5
"덴마크","2010","치과의사",4544
"덴마크","2010","- 천명당 치과의사",0.8
"덴마크","2010","간호사",54481
"덴마크","2010","- 천명당 간호사",9.8
"덴마크","2011","의사",21108
"덴마크","2011","- 천명당 의사",3.8
"덴마크","2011","약사",2689
"덴마크","2011","- 천명당 약사",0.5
"덴마크","2011","치과의사",4468
"덴마크","2011","- 천명당 치과의사",0.8
"덴마크","2011","간호사",55000
"덴마크","2011","- 천명당 간호사",9.9
"덴마크","2012","의사",21458
"덴마크","2012","- 천명당 의사",3.8
"덴마크","2012","약사",2788
"덴마크","2012","- 천명당 약사",0.5
"덴마크","2012","치과의사",4454
"덴마크","2012","- 천명당 치과의사",0.8
"덴마크","2012","간호사",55694
"덴마크","2012","- 천명당 간호사",10.0
"덴마크","2013","의사",21614
"덴마크","2013","- 천명당 의사",3.9
"덴마크","2013","약사",2849
"덴마크","2013","- 천명당 약사",0.5
"덴마크","2013","치과의사",4393
