국가,연도,평균 사망률,평균 의료 인력 수,1인당 보건지출,평균 소비량,평균 판매량,평균 치료비,평균 복지 비용(G$),보건지출-복지비용 비율,보건지출-치료비 비율,보건지출-의약품 소비량 비율,의약품 판매량-의약품 소비량 비율,의료 인력-평균 치료비 비율
뉴질랜드,2010,29.2,27600.5,2983.40209961,,,,3017.9,0.9885689054011066,,,,
뉴질랜드,2011,29.314285714285713,28009.0,3088.69799805,,,,3399.6600000000003,0.9085314408058452,,,,
뉴질랜드,2012,28.2,28079.0,3140.93383789,,,,3594.48,0.8738214812406802,,,,
뉴질랜드,2013,27.15714285714286,28641.5,3335.00878906,,,,3760.73,0.8867982516851781,,,,
뉴질랜드,2019,23.683333333333334,33894.5,,,,,,,,,,
덴마크,1998,43.777142857142856,31890.0,,37.78181818181818,1486.2,3514.28,4194.9,,,,39.33638113570741,0.11020006271558483
덴마크,1999,44.51714285714286,31958.5,,38.336363636363636,1510.6,3974.64,4361.0,,,,39.40384159354991,0.12436879077553702
덴마크,2000,42.137142857142855,32629.5,2327.61767578,39.54545454545455,1420.2,3579.3333333333335,3907.96,0.5956093910326615,1.5377668637672102,58.859297548459764,35.91310344827586,0.10969623602363915
덴마크,2001,41.75714285714286,32861.0,2492.47583008,41.32727272727273,1490.7,3747.8366666666666,4004.64,0.6223969770266491,1.5036601845588906,60.3106778065992,36.07061152661681,0.1140512055831127
덴마크,2002,40.50857142857143,33539.0,2670.24316406,42.74545454545454,1740.3,4159.41,4429.28,0.6028616759518477,1.5576895977053193,62.46847044802212,40.713100808166736,0.12401711440412654
덴마크,2003,39.56857142857143,33336.0,2744.73413086,44.21818181818182,2193.0,5202.73,5517.93,0.49742097686270026,1.8955314984806353,62.07252351862664,49.594983552631575,0.15606941444684425
덴마크,2004,37.96,34241.0,2968.02075195,45.845454545454544,2557.2,6097.606666666667,6310.14,0.47035735371164505,2.0544353211346373,64.73969516448543,55.778703152885186,0.17807910594511453
덴마크,2005,36.55714285714286,35009.0,3109.04907227,47.32727272727273,2692.6,6516.336666666666,6665.4,0.4664459855777598,2.095925961666766,65.69254666724933,56.89320015366884,0.186133184800099
덴마크,2006,35.81428571428572,35267.0,3425.16699219,48.90909090909091,2900.7,7013.95,7072.499999999999,0.48429367157158015,2.047768770396618,70.03129537934944,59.30799256505576,0.1988813905350611
덴마크,2007,33.879999999999995,34826.0,3643.18432617,50.46363636363637,3444.9,8074.570000000001,8272.46,0.44039914682815035,2.2163495659547423,72.19424894229869,68.26499729778418,0.2318546488255901
덴마크,2008,32.81428571428572,36071.0,3938.90771484,51.88181818181818,3891.4,9215.293333333333,9294.42,0.42379273960505337,2.3395555317567682,75.9207724956019,75.00508147888559,0.2554765139123765
덴마크,2009,31.8,37138.0,4318.35107422,52.60909090909092,3804.0,9439.613333333333,9411.16,0.45885428302355924,2.18593003928898,82.08374255472609,72.30689476412648,0.25417667438562475
덴마크,2010,31.094285714285714,37575.5,4456.9453125,54.06363636363637,3702.2,9117.853333333334,9531.2,0.4676163874958032,2.045762892302335,82.43887411720195,68.47856061879938,0.24265421174258053
덴마크,2011,28.994285714285713,38054.0,4516.29785156,54.58181818181818,3761.9,9647.053333333333,10251.2,0.4405628464530981,2.13605338939306,82.7436315242505,68.92221852098602,0.2535095741139784
덴마크,2012,28.362857142857145,38576.0,4597.62304688,54.86363636363637,3463.6,9259.816666666668,9780.29,0.47009066672665123,2.0140443381826367,83.80091717594036,63.13106876553438,0.24004087169915667
덴마크,2013,27.397142857142857,38751.5,4762.36132813,54.66363636363636,3561.9,9649.82,10273.64,0.46355150931218153,2.0262679236455834,87.12119509301515,65.16031930816565,0.24901797349780008
덴마크,2014,26.297142857142855,38971.0,4886.55126953,54.190909090909095,3736.9,9913.783333333333,10554.7,0.46297396131865426,2.0287893826369006,90.17289710590505,68.95806072806576,0.25438873350269003
덴마크,2015,25.86,39352.0,5038.36425781,55.16363636363636,3186.7,8521.993333333334,9050.73,0.5566804288504905,1.6914206471124709,91.33488272233026,57.76812788398155,0.21655807413430916
덴마크,2019,24.049999999999997,,,68.89999999999999,3503.8000000000006,9577.210000000001,9907.830000000002,,,,50.85341074020321,
독일,1998,44.13428571428572,259441.0,,33.11,20301.1,26339.963333333333,56870.6,,,,613.1410450015101,0.10152583182046528
독일,1999,42.85428571428571,262400.0,,33.269999999999996,20038.8,6819.77,55952.1,,,,602.3083859332733,0.025989977134146344
독일,2000,41.32857142857143,543934.5,2691.4387207,33.8,17856.0,6073.886666666666,49549.05,0.05431867453967331,2.2567434361228726,79.62836451775148,528.2840236686391,0.011166577348314303
독일,2001,39.97428571428571,550078.5,2818.55883789,35.739999999999995,19074.7,6044.513333333333,49574.55,0.056854955574785856,2.144540412666465,78.86286619725799,533.7073307218803,0.010988455890083567
독일,2002,39.854285714285716,556980.5,2973.17578125,37.17999999999999,21454.0,6585.316666666667,54197.32,0.05485835427379066,2.2149099653630397,79.96707319123186,577.0306616460464,0.011823244560027984
독일,2003,39.494285714285716,566821.5,3107.49926758,39.089999999999996,27284.8,8089.376666666667,66396.26,0.04680232391975091,2.6031789455468997,79.49601605474547,697.9994883601945,0.014271471118626705
독일,2004,37.08571428571429,572222.0,3175.63745117,34.769999999999996,26955.7,9066.890000000001,73039.2,0.043478535514764674,2.8551401535649124,91.33268481938454,775.2574058096061,0.01584505663885695
독일,2005,36.1,579006.0,3277.19799805,37.56,29312.5,9146.776666666667,75129.12,0.0436208756078868,2.791035717740944,87.25234286608094,780.4179978700745,0.015797378035230493
독일,2006,34.417142857142856,585051.0,3471.18798828,38.79,29747.4,9510.476666666667,75104.22,0.04621828158630766,2.739833365054706,89.48667152049497,766.8832173240527,0.01625580789822882
독일,2007,33.362857142857145,592401.5,3641.59936523,42.67999999999999,34681.5,10724.63,82793.04,0.043984365898751876,2.945032916690066,85.32332158458296,812.5937207122776,0.018103650986704117
독일,2008,32.614285714285714,602361.5,3870.04907227,45.92,39235.6,11884.116666666667,91012.0,0.042522404433151674,3.070792241839964,84.27807213131533,854.4337979094076,0.019729210227855974
독일,2009,31.962857142857143,615700.0,4133.01025391,48.13,39750.4,11920.150000000001,91061.04,0.04538725072665544,2.884132694498651,85.87181080220236,825.8965302306253,0.019360321585187593
독일,2010,31.094285714285714,622822.5,4320.84082031,49.660000000000004,39406.5,11783.69,88306.40000000001,0.04893009816174138,2.7271752165946666,87.00847402960127,793.5259766411598,0.018919820655162588
독일,2011,30.014285714285716,632111.5,4587.42529297,51.4,41363.6,12702.796666666667,92486.68,0.049600929484872845,2.7690470918693912,89.24951931848248,804.7392996108949,0.020095816429010812
독일,2012,29.52285714285714,639695.0,4708.95410156,54.75,39111.5,12128.096666666666,87124.31,0.054048681723390404,2.5755393671492413,86.00829409242009,714.365296803653,0.018959186278877695
독일,2013,30.26857142857143,660203.5,4953.15527344,55.56,41867.7,13002.016666666665,92570.96,0.05350657780193702,2.624996784652922,89.14966294888409,753.5583153347732,0.019693952950365554
독일,2014,28.651428571428575,674347.5,5192.50537109,56.85,44590.9,13571.599999999999,96320.72,0.053908498307425445,2.6136901226066667,91.33694584151276,784.3605980650835,0.020125528751867544
독일,2015,29.177142857142854,685564.5,5355.32421875,57.14,39221.0,11792.57,83905.0,0.063826043963411,2.2020272757178714,93.72285997112355,686.4018200910045,0.017201255315874728
독일,2019,25.76388888888889,762050.0,,57.17,52451.2,14364.37,100002.49,,,,917.460206401959,0.01884964241191523
라트비아,1998,87.34857142857142,8681.5,,,,,108.0,,,,,
라트비아,1999,83.50857142857143,8817.5,,,,,123.0,,,,,
라트비아,2000,82.49714285714286,8830.5,434.38009644,,,,121.66,3.570443008712806,,,,
라트비아,2001,83.95428571428572,8414.5,518.50115967,,,,120.96,4.286550592509921,,,,
라트비아,2002,82.39714285714285,8493.0,578.26184082,15.9,136.7,,131.1,4.410845467734553,,36.368669233962265,8.597484276729558,
라트비아,2003,80.44,8634.5,602.39752197,,,,150.93,3.991237805406479,,,,
라트비아,2004,78.83714285714287,8819.0,756.37872314,15.1,208.7,256.17,188.64,4.009641238019508,0.33867954261926647,50.09130616821192,13.821192052980132,0.029047511055675247
라트비아,2005,79.55428571428571,8916.0,807.58197021,14.5,222.6,266.6666666666667,209.1,3.862180632281205,0.3302038387475687,55.695308290344826,15.351724137931035,0.029908778226409454
라트비아,2006,78.30857142857143,9580.0,899.73242188,12.8,263.1,348.21666666666664,262.3,3.430165542813572,0.387022472680338,70.29159545937499,20.5546875,0.036348295059151006
라트비아,2007,77.59714285714286,9545.0,1000.56054688,13.9,348.5,441.83,344.1,2.9077609615809354,0.44158247232287673,71.98277315683453,25.071942446043163,0.046289156626506026
라트비아,2008,71.26857142857143,9565.0,1085.89611816,12.5,421.9,578.4699999999999,465.4,2.333253369488612,0.5327120986307513,86.8716894528,33.751999999999995,0.06047778358599058
라트비아,2009,67.98571428571428,8618.5,1028.87219238,11.5,376.8,458.82666666666665,476.03,2.161359982312039,0.44595108125655836,89.46714716347824,32.76521739130435,0.05323741563690511
라트비아,2010,67.47428571428571,8515.5,1068.70056152,12.6,365.9,414.4666666666667,466.05,2.293102803390194,0.3878230082308329,84.8175048825397,29.039682539682538,0.04867202943651772
라트비아,2011,63.957142857142856,8331.0,1093.87268066,12.9,406.4,433.3333333333333,471.44,2.320279740072968,0.3961460424003614,84.79633183410853,31.503875968992247,0.05201456407794182
라트비아,2012,63.70285714285714,8141.5,1146.01062012,28.830000000000002,379.6,419.39333333333326,435.82,2.629550319214355,0.365959377662153,39.750628516129034,13.166840097121055,0.05151302994943601
라트비아,2013,62.63142857142857,8127.0,1217.72644043,30.29,408.3,430.81666666666666,471.2,2.5843090841044143,0.35378772469992353,40.202259505777484,13.479696269395841,0.05301054099503712
라트비아,2014,61.37714285714285,8015.5,1296.14941406,32.01,419.7,43.79,482.02,2.688995091614456,0.03378468525695211,40.4920154345517,13.111527647610123,0.00546316511758468
라트비아,2015,59.768571428571434,7793.5,1405.77844238,34.78,367.9,38.88,429.76,3.2710779094843634,0.027657274310008407,40.41916165554916,10.57791834387579,0.004988772695194714
라트비아,2019,55.269444444444446,7327.5,,47.13,477.6,60.82,559.24,,,,10.133672819859962,0.008300238826339134
룩셈부르크,1998,41.02571428571429,2058.0,,27.2,116.9,,408.04,,,,4.297794117647059,
룩셈부르크,1999,39.120000000000005,2110.0,,18.02857142857143,121.8,41.21333333333333,432.9,,,,6.75594294770206,0.019532385466034755
룩셈부르크,2000,38.84285714285714,2079.0,3286.67773438,18.728571428571428,108.2,44.30666666666667,398.31,8.251557164972006,0.013480684827478133,175.49003921174676,5.777269260106789,0.021311527978194647
룩셈부르크,2001,37.80571428571429,2136.0,3603.98339844,20.357142857142858,116.0,48.11666666666667,434.52,8.294171495995583,0.013350967900544207,177.037780976,5.698245614035088,0.022526529338327092
룩셈부르크,2002,37.84571428571428,2235.5,3979.25366211,22.17142857142857,132.2,56.326666666666675,505.04,7.879086135969428,0.014155083201406028,179.47664713125,5.962628865979381,0.02519645120405577
룩셈부르크,2003,39.05714285714286,2555.5,4217.46582031,27.58888888888889,169.7,73.08999999999999,674.8800000000001,6.249208481967163,0.017330312352034093,152.86827379295207,6.151026983487716,0.02860105654470749
룩셈부르크,2004,34.082857142857144,2638.0,4737.31787109,45.019999999999996,196.5,91.15333333333335,801.5700000000002,5.910048867959129,0.01924154887085085,105.22696292958686,4.364726788094181,0.034553955016426594
룩셈부르크,2005,32.09714285714286,3143.5,4941.68310547,48.92,200.6,96.66666666666667,850.4399999999999,5.810736919088942,0.019561486360723,101.01559904885526,4.1005723630417,0.030751285721859926
룩셈부르크,2006,33.47428571428571,3201.5,5268.86181641,48.510000000000005,206.4,102.18333333333332,907.36,5.806804153158613,0.019393815380597156,108.61393148649762,4.254792826221397,0.03191733041803321
룩셈부르크,2007,32.74285714285714,1288.0,5277.87939453,43.08,233.8,112.81,1028.1799999999998,5.133225110904706,0.021374114784986638,122.51344926949862,5.4271123491179205,0.08758540372670807
룩셈부르크,2008,28.9,1327.0,5725.23193359,47.39,272.2,130.72,1222.0199999999998,4.685055836721168,0.022832262782764186,120.81097137771683,5.7438278117746355,0.09850791258477769
룩셈부르크,2009,29.90285714285714,3439.5,6091.46191406,54.0,263.9,136.13333333333335,1233.6,4.937955507506485,0.022348220386820015,112.80485026037037,4.887037037037037,0.03957939623007221
룩셈부르크,2010,28.34857142857143,3503.0,6078.58740234,58.489999999999995,251.1,136.3,1228.92,4.946284056195684,0.022422972802452465,103.92524196170287,4.293041545563344,0.03890950613759635
룩셈부르크,2011,27.582857142857144,3641.5,5694.88330078,64.53999999999999,265.0,128.12,1272.0,4.477109513191825,0.022497388134793215,88.23804308614814,4.10598078710877,0.03518330358368804
룩셈부르크,2012,25.614285714285714,3909.5,5175.36523438,70.65,251.5,107.25333333333333,1253.0700000000002,4.13014854268317,0.020723819184943395,73.25357727360226,3.559801840056617,0.02743402822185275
룩셈부르크,2013,24.34,4009.5,5346.19628906,74.55,258.9,115.65666666666668,1375.91,3.8855712140038223,0.021633449356009735,71.71289455479544,3.4728370221327967,0.02884565822837428
룩셈부르크,2014,24.102857142857143,4130.0,5573.94482422,76.74,254.1,121.86666666666666,1447.5899999999997,3.8504996747836064,0.021863629890473538,72.63415199661193,3.3111806098514465,0.029507667473769168
룩셈부르크,2015,22.81714285714286,4219.5,5546.68212891,80.7,213.7,103.71666666666668,1246.3200000000002,4.450447821514538,0.018698866143073617,68.73212055650558,2.648079306071871,0.024580321523087256
룩셈부르크,2019,23.511111111111113,,,77.16,228.8,132.28333333333333,1535.76,,,,2.9652669777086578,
벨기에,1998,41.08571428571429,38109.0,,,,,6436.65,,,,,
벨기에,1999,39.879999999999995,28642.0,,,,,6377.54,,,,,
벨기에,2000,39.93714285714285,28999.0,2226.01098633,,,,5597.94,0.39764823958992057,,,,
벨기에,2001,38.505714285714284,29303.0,2352.49536133,,,,5699.650000000001,0.41274382836314505,,,,
벨기에,2002,38.17142857142857,29537.0,2524.57861328,32.28888888888889,3990.8000000000006,,6301.4,0.40063773340527503,,78.18722477467308,123.59669649002066,
벨기에,2003,37.37428571428571,29646.0,2850.66943359,34.599999999999994,5199.9,959.3299999999999,8157.179999999999,0.3494675161747075,0.33652797083240354,82.38928998815031,150.28612716763007,0.03235950887134858
벨기에,2004,35.49142857142857,60767.5,3007.65966797,37.2,6042.3,1135.4466666666667,9359.9,0.32133459416980953,0.3775183338589066,80.85106634327957,162.4274193548387,0.01868509757134433
벨기에,2005,34.917142857142856,62241.0,3082.63745117,37.888888888888886,6253.2,1173.4433333333334,9755.68,0.31598386285425517,0.3806621284277068,81.35993272882699,165.04046920821116,0.01885322108149505
벨기에,2006,32.69714285714286,63336.0,3237.81542969,40.675,6407.6,1227.51,10279.08,0.3149907802731373,0.37911673060299367,79.6021002996927,157.53165334972343,0.019380920803334596
벨기에,2007,32.21714285714286,64502.5,3382.28417969,40.955555555555556,7363.600000000001,1427.0199999999998,11757.5,0.2876703533650861,0.42191014243244096,82.58425832124254,179.7948996201845,0.02212348358590752
벨기에,2008,31.785714285714285,65543.0,3663.81152344,46.18888888888889,8261.4,1658.1066666666666,13652.8,0.26835605322278216,0.4525633090181038,79.32235677401972,178.86119797931198,0.025297997752111844
벨기에,2009,30.720000000000002,66660.5,3928.75708008,48.62222222222223,8041.299999999999,1681.4033333333334,13861.44,0.2834306594466376,0.4279733511289264,80.80167669268738,165.383226691042,0.025223383162942575
벨기에,2010,29.942857142857143,68164.0,4100.81152344,50.455555555555556,7797.200000000001,1669.2166666666665,13660.4,0.30019703108547335,0.40704544871802106,81.27571836811275,154.5360052851795,0.024488244038886605
벨기에,2011,28.794285714285714,70220.0,4269.34912109,51.74444444444444,8342.4,1847.5466666666664,15103.14,0.282679570015904,0.43274668205044153,82.50835750442346,161.22310500322095,0.02631083262128548
